label,title,description
1,Equatorial Guinea president says thwarted massacre,Equatorial Guinea President Teodoro Obiang Nguema Mbasogo said an international plot to overthrow him would have resulted in a massacre and those responsible deserve death by firing squad.
3,Nokia Profit Drops But Sees Strong Sales," HELSINKI (Reuters) - Nokia &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NOK1V.HE target=/stocks/quickinfo/fullquote""&gt;NOK1V.HE&lt;/A&gt;, the world's largest  cell phone maker, reported lower third-quarter earnings on  Thursday after cutting prices to claw back market share, but  said sales were strong as it enters the key Christmas season."
2,Clout shown in rout,"ATHENS -- When the Olympic softball schedule was released, Lisa Fernandez grabbed a marker and began counting down the days.  quot;This game is always on my calendar, quot; she said.  quot;I have a tremendous history with Australia. quot; And until yesterday, mostly a haunting one."
3,Let light shine on Bombardier dealings,Laurent Beaudoin has done us all a favour. Monday's boardroom upheaval at Bombardier Inc. brings a natural opportunity to reassess the taxpayers role in this prestigious company.
3,MS launches share buyback,"Marks  amp; Spencer, whose sales have dropped for the fourth straight quarter, has priced a 2.3 billion pound share buyback offer in a 332-380 pence per share range."
4,Petition asks high court to hear case on file sharing,By byron kho. A consortium of movie and record companies joined forces on Friday to request that the US Supreme Court take another look at peer-to-peer file-sharing programs.
2,Dodgers acquire Dessens for bullpen,"Los Angeles, CA (Sports Network) - The Los Angeles Dodgers acquired right- handed pitcher Elmer Dessens and cash considerations from the Arizona Diamondbacks in exchange for minor league outfielder Jereme Milons on Thursday. "
3,Blockbuster deal?,"With the over-the-counter movie rental business on the decline, Blockbuster Inc. said Thursday that it wants to buy rival Hollywood Video in a $1 billion transaction that would include $700 "
4,Dell jumps back into blade server market,Dell is back in the blade server ring with the introduction of its PowerEdge 1855 blade servers. The company is hoping to prove to customers that its new blades have significant cost savings and performance 
1,420-Pound Teen to Get Free Gastric Bypass,HOUSTON - Two doctors and a hospital offered a free gastric bypass to a 420-pound teenager after another medical center canceled the procedure because his insurance would not pay for it.    Doctors at Obesity Surgery Specialists said 16-year-old Brandon Bennett needs the operation for a chance at a healthy life...
1,Quebec to cut welfare payments for young recipients who are able to work (Canadian Press),"Canadian Press - QUEBEC (CP) - Able-bodied young people who live with their parents will see their monthly welfare payments cut next year, the Quebec government announced Tuesday."
2,Griffin would welcome White into exclusive club,If Jason White is named the Heisman Trophy winner he will be one of two players who have gotten the prestigious award twice. Former Ohio State tailback Archie Griffin is the only player to 
3,"Bonds trade flat, dollar mixed",Treasury prices trim early gains as GDP fails to surprise; greenback gains against the euro. NEW YORK (CNN/Money) - Bond prices trimmed earlier gains and traded mostly flat Friday after US economic data proved 
4,MySQL to make use of Microsoft code,"The code, which was open-sourced in April, will be used for the administration tool that connects to the MySQL database."
2,Royals Blast Yankees,"Kansas City, MO (Sports Network) - Angel Berroa went 5-for-5 with five runs scored and Kansas City exploded for 10 runs in the fifth inning en route to a 17-8 victory over the New York Yankees in the opener of a three-game series at Kauffman Stadium."
1,South American leaders sign Ayacucho Declaration,"One day after creating the South American Community of Nations (CSN), a continent wide political-economic bloc, the leaders of South America on Thursday signed the Ayacucho Declaration "
1,Hong Kong Economy Grows 12 Percent in 2nd Quarter,Hong Kong is celebrating better than expected economic figures while China has started its first financial bailout of a private company.
2,Moss hamstring forces another early exit,"Minneapolis, MN (Sports Network) - Minnesota Vikings wide receiver Randy Moss was in the starting lineup Sunday when the team hosted the New York Giants, but the star wideout was again removed from the game due to his sore hamstring."
1,Iraq Declares State of Emergency as Insurgents Step Up Attacks,"Faced with a surge in deadly guerrilla attacks, Prime Minister Ayad Allawi declared martial law across most of the country today as American and Iraqi troops made final "
3,Volkswagen Union Stages Warning Strikes at 3 German Factories,Volkswagen AG workers demonstrated outside three factories during the latest round of talks between Europe's biggest carmaker and the union representing the company's German employees.
4,Microsoft Challenges Rivals With New Online Music Service,"icrosoft started selling music tracks yesterday on its MSN online service, taking on Apple Computer and a host of others in the fast-growing market for digital music."
3,Mortgage Applications Fell Last Week--MBA," NEW YORK (Reuters) - Applications for U.S. home mortgages  declined last week as refinancing activity fell and mortgage  rates were little changed, an industry group said on Wednesday."
4,"Regulating hate speech on the internet remains difficult, experts say (AFP)","AFP - As the court case between US Internet giant Yahoo and a French group trying to halt the online sales of Nazi memorabilia entered a new phase this week, experts gathered here stressed how difficult it was to regulate hate speech on the Internet."
4,Lastminute losses almost double,Shares in online travel firm Lastminute tumble as it reports pre-tax losses of 77m - almost double the figure of a year ago.
2,Eriksson to have a word in Beckham's ear,"Sven-Goran Eriksson, England's head coach, said last night that he would be advising David Beckham that  quot;silence is golden quot;."
3,T-bill rates up,Interest rates on short-term Treasury bills rose in yesterday's auction to the highest levels in more than three years.
4,Sony PSP Debuts To Strong Sales,"The fight for the top of the portable gaming mountain has begun in earnest in Japan. Following up Nintendo's highly anticipated DS launch, Sony has launched their version of a portable gaming system, the PSP."
3,Sailing away,Please read this first: Following is an independent investment commentary and analysis from the Reuters.com investment channel expressing views that are not connected with Reuters News.
4,Review: Microsoft Fingerprint Reader Delivers,"By ALEX VEIGA     LOS ANGELES  -- Spend time online and odds are you'll have to type a username and password to check your e-mail, access your bank account or read a newspaper story.    Enter Microsoft Corp..."
4,Senate Panel Weighs In On Wireless Directory (washingtonpost.com),washingtonpost.com - The Senate Commerce Committee voted yesterday to require cell phone companies to get the approval of individual customers before listing their wireless phone numbers in public directories.
2,Man Utd v Arsenal,Rio Ferdinand has called on his Manchester United team-mates to silence the critics who claim their era of dominance is over. United head into the eagerly-awaited Premiership showdown with Arsenal at Old Trafford 
4,Opening the Lid on Genesis,"The Genesis desert crash has left scientists wondering about the delicate condition of its solar wind collection. The first release of samples to the community has begun, while new tests for oxygen-isotopes may help uncover which particles might have lunar, solar or terrestrial origins."
2,Winning is Greek to US: Outlasts h,ATHENS - Larry Brown found out some things about his team last night. Among them was that Allen Iverson apparently shoots better with a fractured right thumb than he does with two healthy paws. 
3,Not that kind of chick,"Hamburg Township, Mich. - Gary Baja is surprised by some of the people who have checked out his new restaurant, CR Smokin Chicks."
4,MSN's download service expanding,Microsoft's has launched its MSN music download service in eight more European countries as the software giant bids to takes on Apple's market leading iTunes.
2,Dodgers Extend Lead Over Giants,"Look for a definition of a big-game pitcher anywhere, and you probably would not find Jeff Weaver's name. Weaver, a Los Angeles right-hander, after all, was 12-12 "
2,Azeri in a Breeders' Cup Classic Gamble," GRAND PRAIRIE, Texas (Reuters) - Azeri, Horse of the Year  in 2002 and a near certainty for the Distaff Race in the  Breeders' Cup at Lone Star Park Saturday, is to run instead in  the tougher but much more prestigious $4 million Classic."
